,stem,image_path,cpc_path,c1x,c1y,c2x,c2y,c3x,c3y,c4x,c4y,width_lower,width_upper,quadrant_width_px,height_left,height_right,quadrant_height_px,aspect_ratio,quadrant_width_irl_cm,quadrant_height_irl_cm,pixel_width_cm,pixel_height_cm,pixel_area_gt_cm^2
23,GA 2_PB100727,automated_underwater_area_estimation\data_preprocessed\IBF\images\GA 2_PB100727.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GA 2_PB100727.cpc,612.7284666666667,2924.847333333333,3378.4700000000003,2924.847333333333,3378.4700000000003,264.04873333333336,612.7284666666667,264.04873333333336,2765.741533333334,2765.741533333334,2765.741533333334,2660.7985999999996,2660.7985999999996,2660.7985999999996,1.039440389563244,52.5,52.5,0.018982251004751635,0.019730918379166316,0.0003745372452276023
24,GA 2_PB100747,automated_underwater_area_estimation\data_preprocessed\IBF\images\GA 2_PB100747.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GA 2_PB100747.cpc,396.0731333333333,2745.43,3334.462,2745.43,3334.462,179.41773333333333,396.0731333333333,179.41773333333333,2938.3888666666667,2938.3888666666667,2938.3888666666667,2566.0122666666666,2566.0122666666666,2566.0122666666666,1.145118791845734,52.5,52.5,0.017866934018013907,0.02045976189669553,0.0003655532158325341
25,GA 2_PB100748,automated_underwater_area_estimation\data_preprocessed\IBF\images\GA 2_PB100748.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GA 2_PB100748.cpc,697.3593333333333,2904.536,3480.0273333333334,2904.536,3480.0273333333334,362.2207333333333,697.3593333333333,362.2207333333333,2782.668,2782.668,2782.668,2542.3152666666665,2542.3152666666665,2542.3152666666665,1.0945408842422875,52.5,52.5,0.018866785401636128,0.020650467976316287,0.0003896079477525185
26,GA 2_PB100749,automated_underwater_area_estimation\data_preprocessed\IBF\images\GA 2_PB100749.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GA 2_PB100749.cpc,619.4989333333333,2968.8559999999998,3727.15,2968.8559999999998,3727.15,314.82733333333334,619.4989333333333,314.82733333333334,3107.651066666667,3107.651066666667,3107.651066666667,2654.0286666666666,2654.0286666666666,2654.0286666666666,1.1709184251463751,52.5,52.5,0.016893788547603133,0.019781248280915327,0.0003341802256654215
27,GA 2_PB100750,automated_underwater_area_estimation\data_preprocessed\IBF\images\GA 2_PB100750.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GA 2_PB100750.cpc,609.3432666666666,2880.839333333333,3449.56,2880.839333333333,3449.56,375.76166666666666,609.3432666666666,375.76166666666666,2840.216733333333,2840.216733333333,2840.216733333333,2505.077666666666,2505.077666666666,2505.077666666666,1.133783902641475,52.5,52.5,0.018484504856213908,0.020957434054273506,0.0003873877915500014
28,GA 2_PB100751,automated_underwater_area_estimation\data_preprocessed\IBF\images\GA 2_PB100751.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GA 2_PB100751.cpc,710.9006666666667,2955.3146666666667,3446.174666666667,2955.3146666666667,3446.174666666667,368.99120000000005,710.9006666666667,368.99120000000005,2735.2740000000003,2735.2740000000003,2735.2740000000003,2586.3234666666667,2586.3234666666667,2586.3234666666667,1.0575916103507754,52.5,52.5,0.019193689553587683,0.020299085043551653,0.00038961433654780534
29,GT 3_PB090362,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090362.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090362.cpc,1201.76,2477.996,3056.8720000000003,2477.996,3056.8720000000003,910.6293333333333,1201.76,910.6293333333333,1855.1120000000003,1855.1120000000003,1855.1120000000003,1567.3666666666668,1567.3666666666668,1567.3666666666668,1.1835852066098127,52.5,52.5,0.028300178102454186,0.033495672146487736,0.0009479334874070169
30,GT 3_PB090363,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090363.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090363.cpc,1154.3666666666666,2491.536666666667,2935.0033333333336,2491.536666666667,2935.0033333333336,981.7199999999999,1154.3666666666666,981.7199999999999,1780.636666666667,1780.636666666667,1780.636666666667,1509.816666666667,1509.816666666667,1509.816666666667,1.179372771528552,52.5,52.5,0.029483836305740824,0.034772433739195696,0.0010252247443186652
31,GT 3_PB090364,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090364.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090364.cpc,1310.088,2471.2253333333333,2955.3146666666667,2471.2253333333333,2955.3146666666667,866.6213333333333,1310.088,866.6213333333333,1645.2266666666667,1645.2266666666667,1645.2266666666667,1604.604,1604.604,1604.604,1.0253163189588625,52.5,52.5,0.031910496628630707,0.03271835293941683,0.0010440588911676102
32,GT 3_PB090365,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090365.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090365.cpc,890.318,2207.1766666666667,2786.0526666666665,2207.1766666666667,2786.0526666666665,467.16313333333335,890.318,467.16313333333335,1895.7346666666665,1895.7346666666665,1895.7346666666665,1740.0135333333333,1740.0135333333333,1740.0135333333333,1.089494208148496,52.5,52.5,0.02769374898456254,0.030172179120599177,0.0008355807548831325
33,GT 3_PB090367,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090367.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090367.cpc,1052.81,2684.4953333333333,3290.4533333333334,2684.4953333333333,3290.4533333333334,517.9417333333333,1052.81,517.9417333333333,2237.6433333333334,2237.6433333333334,2237.6433333333334,2166.5536,2166.5536,2166.5536,1.032812358454152,52.5,52.5,0.023462184172931937,0.02423203377013151,0.0005685364391995317
34,GT 3_PB090391,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090391.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090391.cpc,798.9166666666666,2626.9466666666663,3158.4293333333335,2626.9466666666663,3158.4293333333335,582.2613333333334,798.9166666666666,582.2613333333334,2359.512666666667,2359.512666666667,2359.512666666667,2044.685333333333,2044.685333333333,2044.685333333333,1.1539734883411568,52.5,52.5,0.022250357347802608,0.025676322485481063,0.0005713073506793729
35,GT 3_PB090392,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090392.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090392.cpc,646.5809333333333,2718.348,3104.2653333333337,2718.348,3104.2653333333337,538.2532,646.5809333333333,538.2532,2457.6844000000006,2457.6844000000006,2457.6844000000006,2180.0948,2180.0948,2180.0948,1.127329141833649,52.5,52.5,0.0213615710788578,0.024081521592547263,0.0005144191351862473
36,GT 3_PB090393,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090393.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090393.cpc,897.0886666666667,2417.061333333333,2921.462666666667,2417.061333333333,2921.462666666667,561.9498666666666,897.0886666666667,561.9498666666666,2024.3740000000003,2024.3740000000003,2024.3740000000003,1855.1114666666665,1855.1114666666665,1855.1114666666665,1.0912411660294845,52.5,52.5,0.025933943036217613,0.028300186238584338,0.0007339354178257958
37,GT 3_PB090395,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090395.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090395.cpc,795.5313333333332,2735.274,3287.0686666666666,2735.274,3287.0686666666666,555.1794,795.5313333333332,555.1794,2491.537333333333,2491.537333333333,2491.537333333333,2180.0946,2180.0946,2180.0946,1.1428574399172098,52.5,52.5,0.021071327849525836,0.0240815238017653,0.0005074296831431565
38,GT 3_PB090396,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090396.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090396.cpc,856.466,2650.6433333333334,3046.716,2650.6433333333334,3046.716,599.1875333333334,856.466,599.1875333333334,2190.25,2190.25,2190.25,2051.4558,2051.4558,2051.4558,1.0676564418302357,52.5,52.5,0.023969866453601187,0.025591582328997775,0.0006134268107624168
39,GT 3_PB090415,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090415.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090415.cpc,1008.8013333333333,2589.7086666666664,3070.413333333333,2589.7086666666664,3070.413333333333,751.5233333333333,1008.8013333333333,751.5233333333333,2061.6119999999996,2061.6119999999996,2061.6119999999996,1838.1853333333331,1838.1853333333331,1838.1853333333331,1.1215474101632117,52.5,52.5,0.02546550951391436,0.028560776243817275,0.000727314719161708
40,GT 3_PB090416,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090416.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090416.cpc,1238.998,2494.922,3131.347333333333,2494.922,3131.347333333333,666.8919999999999,1238.998,666.8919999999999,1892.349333333333,1892.349333333333,1892.349333333333,1828.0300000000002,1828.0300000000002,1828.0300000000002,1.0351850534910985,52.5,52.5,0.02774329193623165,0.028719441147027125,0.0007967718399873971
41,GT 3_PB090417,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090417.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090417.cpc,1164.5226666666667,2518.6186666666667,2938.3886666666667,2518.6186666666667,2938.3886666666667,836.1546666666667,1164.5226666666667,836.1546666666667,1773.866,1773.866,1773.866,1682.464,1682.464,1682.464,1.0543262738459782,52.5,52.5,0.029596373119502827,0.031204233790440686,0.0009235321461700805
42,GT 3_PB090418,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090418.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090418.cpc,1194.9899999999998,2532.16,3019.6346666666664,2532.16,3019.6346666666664,727.8266666666666,1194.9899999999998,727.8266666666666,1824.6446666666666,1824.6446666666666,1824.6446666666666,1804.3333333333333,1804.3333333333333,1804.3333333333333,1.011256973951598,52.5,52.5,0.02877272542927993,0.029096619249953815,0.000837189036599222
43,GT 3_PB090419,automated_underwater_area_estimation\data_preprocessed\IBF\images\GT 3_PB090419.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\GT 3_PB090419.cpc,1056.1953333333333,2704.807333333333,3283.6833333333334,2704.807333333333,3283.6833333333334,480.70413333333335,1056.1953333333333,480.70413333333335,2227.4880000000003,2227.4880000000003,2227.4880000000003,2224.1032,2224.1032,2224.1032,1.001521871826811,52.5,52.5,0.023569150540878332,0.02360501976706836,0.000556350264410443
44,Zona Inti Meno 2_PB100580,automated_underwater_area_estimation\data_preprocessed\IBF\images\Zona Inti Meno 2_PB100580.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\Zona Inti Meno 2_PB100580.cpc,575.6857333333334,2798.962,3416.864,2798.962,3416.864,108.30326666666666,575.6857333333334,108.30326666666666,2841.178266666667,2841.178266666667,2841.178266666667,2690.658733333333,2690.658733333333,2690.658733333333,1.0559415177661204,52.5,52.5,0.01847824918835317,0.019511950493610226,0.0003605466833717404
45,Zona Inti Meno 2_PB100581,automated_underwater_area_estimation\data_preprocessed\IBF\images\Zona Inti Meno 2_PB100581.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\Zona Inti Meno 2_PB100581.cpc,690.5886666666667,2850.372666666666,3388.625333333333,2850.372666666666,3388.625333333333,138.79486666666665,690.5886666666667,138.79486666666665,2698.0366666666664,2698.0366666666664,2698.0366666666664,2711.5777999999996,2711.5777999999996,2711.5777999999996,0.995006179305151,52.5,52.5,0.019458593965241393,0.019361421236005108,0.0003767460344214256
46,Zona Inti Meno 2_PB100582,automated_underwater_area_estimation\data_preprocessed\IBF\images\Zona Inti Meno 2_PB100582.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\Zona Inti Meno 2_PB100582.cpc,947.8673333333334,2616.7906666666668,3578.199333333333,2616.7906666666668,3578.199333333333,67.7048,947.8673333333334,67.7048,2630.3319999999994,2630.3319999999994,2630.3319999999994,2549.085866666667,2549.085866666667,2549.085866666667,1.031872654584043,52.5,52.5,0.01995945758938416,0.020595618486815456,0.00041107737371472945
47,Zona Inti Meno 2_PB100583,automated_underwater_area_estimation\data_preprocessed\IBF\images\Zona Inti Meno 2_PB100583.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\Zona Inti Meno 2_PB100583.cpc,917.4,2599.864666666667,3263.3713333333335,2599.864666666667,3263.3713333333335,484.0894,917.4,484.0894,2345.9713333333334,2345.9713333333334,2345.9713333333334,2115.775266666667,2115.775266666667,2115.775266666667,1.1087998665516743,52.5,52.5,0.022378790078992156,0.024813599453174434,0.0005552983332667852
48,Zona Inti Meno 2_PB100585,automated_underwater_area_estimation\data_preprocessed\IBF\images\Zona Inti Meno 2_PB100585.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\Zona Inti Meno 2_PB100585.cpc,358.83546666666666,2853.7573333333335,3083.9539999999997,2853.7573333333335,3083.9539999999997,155.72106666666664,358.83546666666666,155.72106666666664,2725.1185333333333,2725.1185333333333,2725.1185333333333,2698.036266666667,2698.036266666667,2698.036266666667,1.0100377696924459,52.5,52.5,0.01926521703838791,0.01945859685009423,0.00037487409157955663
49,Zona Inti Meno 2_PB100612,automated_underwater_area_estimation\data_preprocessed\IBF\images\Zona Inti Meno 2_PB100612.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\Zona Inti Meno 2_PB100612.cpc,589.0318666666666,2931.618,3392.010666666667,2931.618,3392.010666666667,264.04873333333336,589.0318666666666,264.04873333333336,2802.9788000000003,2802.9788000000003,2802.9788000000003,2667.5692666666664,2667.5692666666664,2667.5692666666664,1.0507613935373228,52.5,52.5,0.01873007387711958,0.019680838528179177,0.0003686235595964574
50,Zona Inti Meno 2_PB100613,automated_underwater_area_estimation\data_preprocessed\IBF\images\Zona Inti Meno 2_PB100613.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\Zona Inti Meno 2_PB100613.cpc,291.1306666666667,2799.594,3185.5113333333334,2799.594,3185.5113333333334,115.09819999999999,291.1306666666667,115.09819999999999,2894.380666666667,2894.380666666667,2894.380666666667,2684.4958,2684.4958,2684.4958,1.078184092024531,52.5,52.5,0.018138595453120538,0.019556745069223055,0.0003547318871904468
51,Zona Inti Meno 2_PB100614,automated_underwater_area_estimation\data_preprocessed\IBF\images\Zona Inti Meno 2_PB100614.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\Zona Inti Meno 2_PB100614.cpc,768.4493333333334,2958.7,4001.354,2958.7,4001.354,88.01626666666667,768.4493333333334,88.01626666666667,3232.9046666666663,3232.9046666666663,3232.9046666666663,2870.6837333333333,2870.6837333333333,2870.6837333333333,1.1261793241545057,52.5,52.5,0.016239266360467998,0.01828832601459685,0.00029698899743811434
52,Zona Inti Meno 2_PB100616,automated_underwater_area_estimation\data_preprocessed\IBF\images\Zona Inti Meno 2_PB100616.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\Zona Inti Meno 2_PB100616.cpc,379.1469333333333,2914.692,3036.5606666666667,2914.692,3036.5606666666667,267.434,379.1469333333333,267.434,2657.4137333333333,2657.4137333333333,2657.4137333333333,2647.258,2647.258,2647.258,1.0038363217084747,52.5,52.5,0.019756050531938248,0.019831841097467644,0.0003917988548629405
53,Zona Inti Meno 2_PB100618,automated_underwater_area_estimation\data_preprocessed\IBF\images\Zona Inti Meno 2_PB100618.jpg,automated_underwater_area_estimation\data_preprocessed\IBF\cpcs\Zona Inti Meno 2_PB100618.cpc,958.0226666666666,2951.93,3764.387333333333,2951.93,3764.387333333333,382.5322,958.0226666666666,382.5322,2806.3646666666664,2806.3646666666664,2806.3646666666664,2569.3977999999997,2569.3977999999997,2569.3977999999997,1.0922266169398396,52.5,52.5,0.018707476125103248,0.020432803359604342,0.00038224618101872766
